행정기관코드,기준연월,시도명,시군구명,읍면동명,0~9세_남자,0~9세_여자,10~19세_남자,10~19세_여자,20~29세_남자,20~29세_여자,30~39세_남자,30~39세_여자,40~49세_남자,40~49세_여자,50~59세_남자,50~59세_여자,60~69세_남자,60~69세_여자,70~79세_남자,70~79세_여자,80~89세_남자,80~89세_여자,90~99세_남자,90~99세_여자,100세 이상_남자,100세 이상_여자,총인구수,남자총합,여자총합
4872025000,2025-04-30,경상남도,의령군,의령읍,276,240,453,361,444,311,378,384,624,629,927,773,769,749,455,540,163,384,15,76,0,1,8952,4504,4448
4872031000,2025-04-30,경상남도,의령군,가례면,6,7,15,23,47,15,34,26,64,41,149,100,251,203,154,158,48,158,10,45,0,1,1555,778,777
4872032000,2025-04-30,경상남도,의령군,칠곡면,7,5,15,11,24,9,33,25,41,29,78,96,177,152,116,114,45,111,7,22,0,0,1117,543,574
4872033000,2025-04-30,경상남도,의령군,대의면,15,16,23,16,27,19,27,19,32,23,87,56,148,133,92,93,38,109,6,38,0,1,1018,495,523
4872034000,2025-04-30,경상남도,의령군,화정면,21,20,28,19,34,18,38,27,54,41,147,107,216,172,130,135,61,148,7,30,0,0,1453,736,717
4872035000,2025-04-30,경상남도,의령군,용덕면,8,7,15,16,33,26,42,19,58,31,124,103,239,198,133,116,62,128,8,40,0,0,1406,722,684
4872036000,2025-04-30,경상남도,의령군,정곡면,7,15,22,13,27,21,28,18,49,26,112,82,226,162,122,134,44,150,10,44,1,0,1313,648,665
4872037000,2025-04-30,경상남도,의령군,지정면,14,12,25,23,36,23,30,27,66,48,152,105,286,219,177,189,85,174,10,38,0,0,1739,881,858
4872038000,2025-04-30,경상남도,의령군,낙서면,8,4,11,4,10,8,19,4,24,17,47,33,109,90,69,96,29,83,5,16,0,0,686,331,355
4872039000,2025-04-30,경상남도,의령군,부림면,26,14,63,62,81,38,77,69,104,61,264,196,330,300,195,250,103,260,6,62,0,0,2561,1249,1312
4872040000,2025-04-30,경상남도,의령군,봉수면,11,5,16,11,23,9,33,19,49,11,73,41,150,99,107,100,49,105,4,22,0,0,937,515,422
4872041500,2025-04-30,경상남도,의령군,궁류면,1,2,9,6,17,6,13,8,23,18,71,46,195,132,104,97,68,165,11,53,0,0,1045,512,533
4872042000,2025-04-30,경상남도,의령군,유곡면,9,5,12,16,11,9,22,13,39,22,88,72,194,128,108,120,50,146,12,37,0,1,1114,545,569
4873025000,2025-04-30,경상남도,함안군,가야읍,407,346,906,808,850,531,752,607,1170,1157,1768,1554,1595,1546,819,915,283,667,19,157,0,0,16857,8569,8288
4873025300,2025-04-30,경상남도,함안군,칠원읍,537,516,1269,1262,760,547,635,611,1527,1629,1834,1546,1470,1347,786,794,217,421,23,89,0,0,17820,9058,8762
4873031000,2025-04-30,경상남도,함안군,함안면,26,16,37,48,62,34,56,49,104,72,199,167,368,294,224,207,101,208,19,37,0,0,2328,1196,1132
4873032000,2025-04-30,경상남도,함안군,군북면,92,92,145,118,216,92,280,201,280,181,535,327,734,644,438,470,201,448,17,108,0,1,5620,2938,2682
4873033000,2025-04-30,경상남도,함안군,법수면,18,15,44,39,57,42,71,46,117,72,276,173,414,326,246,276,99,244,9,45,0,0,2629,1351,1278
4873034000,2025-04-30,경상남도,함안군,대산면,13,14,54,40,79,36,63,44,105,81,294,184,450,342,309,343,127,338,17,71,0,0,3004,1511,1493
4873035000,2025-04-30,경상남도,함안군,칠서면,72,68,192,189,195,127,168,126,312,221,565,423,602,466,325,346,123,271,19,52,0,0,4862,2573,2289
4873036000,2025-04-30,경상남도,함안군,칠북면,9,6,17,20,40,22,49,23,69,35,164,83,296,246,194,199,96,171,8,33,0,0,1780,942,838
4873038000,2025-04-30,경상남도,함안군,산인면,22,22,36,42,81,45,81,64,117,89,223,198,412,358,235,227,81,173,8,49,0,1,2564,1296,1268
4873039000,2025-04-30,경상남도,함안군,여항면,5,3,15,7,16,10,16,15,29,14,73,57,172,134,105,89,37,58,4,25,0,0,884,472,412
4874025000,2025-04-30,경상남도,창녕군,창녕읍,446,382,732,660,645,474,740,620,1057,955,1427,1289,1478,1536,777,978,339,616,37,143,1,2,15334,7679,7655
4874025300,2025-04-30,경상남도,창녕군,남지읍,306,269,572,516,344,226,466,362,784,733,1096,854,1200,1238,676,793,253,559,27,110,0,0,11384,5724,5660
4874031000,2025-04-30,경상남도,창녕군,고암면,15,20,38,37,45,35,39,36,57,33,153,104,255,216,178,164,69,179,10,45,0,0,1728,859,869
4874032000,2025-04-30,경상남도,창녕군,성산면,4,11,24,6,33,23,36,25,45,37,126,120,269,206,135,144,60,150,9,40,0,0,1503,741,762
4874033000,2025-04-30,경상남도,창녕군,대합면,27,29,74,50,114,48,113,77,172,120,375,252,473,412,288,341,140,336,14,63,0,0,3518,1790,1728
4874034000,2025-04-30,경상남도,창녕군,이방면,18,19,94,159,43,35,52,29,88,54,183,124,290,289,197,214,100,222,12,48,0,0,2270,1077,1193
4874035000,2025-04-30,경상남도,창녕군,유어면,14,6,17,17,41,23,35,23,65,29,143,97,233,206,159,198,75,170,7,36,0,1,1595,789,806
4874036000,2025-04-30,경상남도,창녕군,대지면,29,37,116,62,81,36,70,50,144,103,228,154,256,235,181,192,84,173,6,35,0,0,2272,1195,1077
4874037000,2025-04-30,경상남도,창녕군,계성면,16,13,24,31,48,28,70,34,95,61,208,156,284,241,195,227,96,193,5,53,0,0,2078,1041,1037
4874038000,2025-04-30,경상남도,창녕군,영산면,53,52,131,114,162,110,226,100,239,188,487,414,655,614,361,426,147,307,11,48,0,0,4845,2472,2373
4874039000,2025-04-30,경상남도,창녕군,장마면,14,9,39,17,44,28,49,36,82,48,153,109,268,220,177,172,80,180,8,43,0,0,1776,914,862
4874040000,2025-04-30,경상남도,창녕군,도천면,27,26,53,35,76,51,74,45,113,91,239,196,337,337,222,232,78,173,10,39,0,0,2454,1229,1225
4874041000,2025-04-30,경상남도,창녕군,길곡면,6,2,26,19,23,24,41,21,56,45,119,96,232,222,166,145,51,102,5,32,0,0,1433,725,708
4874042000,2025-04-30,경상남도,창녕군,부곡면,35,30,56,44,76,50,114,73,132,101,296,239,531,530,328,324,107,232,11,63,0,0,3372,1686,1686
4882025000,2025-04-30,경상남도,고성군,고성읍,529,452,1480,1156,1048,689,827,733,1595,1578,2260,1967,2046,2152,1138,1416,420,866,46,173,0,0,22571,11389,11182
4882031000,2025-04-30,경상남도,고성군,삼산면,22,24,41,33,38,19,45,24,84,49,143,105,248,209,187,185,65,140,7,33,0,0,1701,880,821
4882032000,2025-04-30,경상남도,고성군,하일면,9,12,37,39,50,25,33,23,67,47,153,90,245,206,171,210,84,160,10,46,0,0,1717,859,858
4882033000,2025-04-30,경상남도,고성군,하이면,24,31,83,68,89,67,73,48,133,89,242,216,331,286,226,226,100,147,11,39,0,0,2529,1312,1217
4882034000,2025-04-30,경상남도,고성군,상리면,4,4,28,20,43,21,40,23,56,40,125,98,214,192,166,150,68,150,13,41,0,0,1496,757,739
4882035000,2025-04-30,경상남도,고성군,대가면,10,8,17,20,23,23,35,15,58,42,126,108,270,186,174,161,80,142,11,45,0,1,1555,804,751
4882036000,2025-04-30,경상남도,고성군,영현면,8,5,11,9,14,15,18,13,28,24,55,42,122,97,98,101,43,109,13,27,0,0,852,410,442
4882037000,2025-04-30,경상남도,고성군,영오면,8,14,24,20,38,18,41,17,60,35,130,78,196,156,105,130,63,132,6,30,0,1,1302,671,631
4882038000,2025-04-30,경상남도,고성군,개천면,4,5,26,26,16,12,27,10,45,23,70,55,161,130,118,103,52,104,5,25,0,0,1017,524,493
4882039000,2025-04-30,경상남도,고성군,구만면,9,10,9,15,20,16,17,13,34,17,85,53,155,117,96,109,46,97,6,28,0,0,952,477,475
4882040000,2025-04-30,경상남도,고성군,회화면,33,36,132,130,94,74,93,72,170,126,307,267,405,398,305,292,110,201,9,36,0,0,3290,1658,1632
4882041000,2025-04-30,경상남도,고성군,마암면,6,7,20,24,23,20,39,18,79,45,153,124,237,206,166,170,82,150,11,56,0,0,1636,816,820
4882042000,2025-04-30,경상남도,고성군,동해면,14,17,58,55,76,48,77,44,163,61,309,201,419,367,287,300,122,261,11,71,0,0,2961,1536,1425
4882043000,2025-04-30,경상남도,고성군,거류면,44,33,140,109,113,70,104,86,237,165,468,327,504,453,296,353,149,293,17,63,0,0,4024,2072,1952
4884025000,2025-04-30,경상남도,남해군,남해읍,313,322,619,594,674,436,550,452,727,783,1099,1114,1056,1132,610,731,256,518,33,142,1,4,12166,5938,6228
4884031000,2025-04-30,경상남도,남해군,이동면,20,25,208,70,79,47,80,48,128,120,325,241,432,406,344,381,156,337,27,100,0,0,3574,1799,1775
4884032000,2025-04-30,경상남도,남해군,상주면,27,16,42,39,51,22,37,33,73,56,127,99,187,176,120,131,65,160,12,37,0,0,1510,741,769
4884033000,2025-04-30,경상남도,남해군,삼동면,34,39,102,73,77,58,82,76,151,142,346,245,430,419,348,366,168,337,22,99,0,1,3615,1760,1855
4884034000,2025-04-30,경상남도,남해군,미조면,20,19,52,53,81,44,52,35,107,80,204,161,276,259,181,198,55,105,6,29,0,1,2018,1034,984
4884035000,2025-04-30,경상남도,남해군,남면,30,16,85,55,82,37,81,47,129,108,301,235,375,357,297,348,168,330,9,105,0,0,3195,1557,1638
4884036000,2025-04-30,경상남도,남해군,서면,22,29,54,35,54,31,56,33,101,76,207,125,315,278,223,252,127,292,21,103,0,1,2435,1180,1255
4884037000,2025-04-30,경상남도,남해군,고현면,38,27,91,63,86,43,80,57,119,115,252,196,404,377,271,353,164,328,29,116,0,1,3210,1534,1676
4884038000,2025-04-30,경상남도,남해군,설천면,26,19,35,36,62,37,51,32,78,72,200,182,372,331,272,268,131,297,20,93,0,1,2615,1247,1368
4884039000,2025-04-30,경상남도,남해군,창선면,41,36,116,91,113,89,95,75,231,150,444,353,694,671,506,602,216,508,19,120,0,0,5170,2475,2695
4885025000,2025-04-30,경상남도,하동군,하동읍,215,197,377,356,409,302,361,329,514,520,904,814,925,926,559,619,210,499,31,78,0,1,9146,4505,4641
4885031000,2025-04-30,경상남도,하동군,화개면,29,21,74,62,77,55,60,54,107,99,345,278,389,319,218,258,105,184,14,36,0,1,2785,1418,1367
4885032000,2025-04-30,경상남도,하동군,악양면,31,31,79,56,91,60,70,64,145,94,305,303,469,402,278,305,149,277,17,76,0,0,3302,1634,1668
4885033000,2025-04-30,경상남도,하동군,적량면,16,17,41,33,48,35,57,37,54,53,167,131,274,219,151,156,69,195,18,40,0,1,1812,895,917
4885034000,2025-04-30,경상남도,하동군,횡천면,27,20,19,33,39,25,40,33,73,43,147,111,268,245,161,159,90,171,10,56,0,0,1770,874,896
4885035000,2025-04-30,경상남도,하동군,고전면,12,12,44,41,39,32,51,29,91,59,174,137,284,250,174,182,87,178,13,69,0,2,1960,969,991
4885036000,2025-04-30,경상남도,하동군,금남면,19,26,73,60,87,48,90,45,133,93,312,216,449,368,276,314,151,260,19,70,0,2,3111,1609,1502
4885037000,2025-04-30,경상남도,하동군,진교면,95,122,218,178,200,121,150,139,291,273,531,462,636,598,400,433,182,333,28,106,0,0,5496,2731,2765
4885038000,2025-04-30,경상남도,하동군,양보면,13,10,21,21,32,16,36,18,44,39,139,101,229,198,161,173,93,161,15,68,0,2,1590,783,807
4885039000,2025-04-30,경상남도,하동군,북천면,14,17,20,24,38,26,19,25,59,36,136,110,215,169,147,148,71,170,14,36,0,0,1494,733,761
4885040000,2025-04-30,경상남도,하동군,청암면,17,16,42,25,26,22,30,31,48,36,126,88,213,192,134,108,42,78,6,26,0,1,1307,684,623
4885041000,2025-04-30,경상남도,하동군,옥종면,54,47,114,101,111,62,107,82,170,135,418,294,596,485,325,356,141,328,15,85,0,0,4026,2051,1975
4885042000,2025-04-30,경상남도,하동군,금성면,36,41,79,43,114,62,99,60,152,103,320,192,304,308,178,240,81,193,8,36,0,2,2651,1371,1280
4886025000,2025-04-30,경상남도,산청군,산청읍,133,138,296,243,249,205,278,237,338,367,593,534,666,624,442,486,178,397,11,89,0,0,6504,3184,3320
4886031000,2025-04-30,경상남도,산청군,차황면,16,12,27,17,20,11,20,15,41,32,127,87,209,169,136,135,61,150,8,44,0,0,1337,665,672
4886032000,2025-04-30,경상남도,산청군,오부면,5,6,24,18,24,10,15,13,40,24,90,51,130,104,94,109,55,130,8,28,0,0,978,485,493
4886033000,2025-04-30,경상남도,산청군,생초면,14,8,56,23,49,24,43,25,50,37,171,105,249,239,164,205,106,210,9,57,0,1,1845,911,934
4886034000,2025-04-30,경상남도,산청군,금서면,36,25,76,66,74,56,76,66,116,103,291,217,349,324,226,231,120,283,16,59,0,2,2812,1380,1432
4886035000,2025-04-30,경상남도,산청군,삼장면,13,9,26,25,50,25,36,28,49,38,168,165,269,225,153,174,85,176,7,22,0,2,1745,856,889
4886036000,2025-04-30,경상남도,산청군,시천면,27,30,106,90,117,72,83,73,148,143,433,371,548,529,317,310,141,266,17,59,0,0,3880,1937,1943
4886037000,2025-04-30,경상남도,산청군,단성면,58,61,92,73,129,110,148,111,244,158,530,486,827,735,527,489,205,414,21,111,0,3,5532,2781,2751
4886038000,2025-04-30,경상남도,산청군,신안면,115,125,210,204,210,172,173,167,285,263,506,501,657,610,400,340,122,313,14,84,0,1,5472,2692,2780
4886039000,2025-04-30,경상남도,산청군,생비량면,11,8,21,20,17,12,24,14,51,26,93,62,175,148,135,131,34,110,4,30,0,0,1126,565,561
4886040000,2025-04-30,경상남도,산청군,신등면,5,10,36,30,50,26,25,25,74,39,207,117,279,223,198,209,79,218,9,52,0,0,1911,962,949
4887025000,2025-04-30,경상남도,함양군,함양읍,426,458,925,830,774,566,697,607,1064,1162,1660,1493,1490,1611,848,1042,394,786,37,171,0,1,17042,8315,8727
4887031000,2025-04-30,경상남도,함양군,마천면,12,15,35,33,47,30,33,30,72,44,220,158,296,289,178,164,70,203,8,42,0,0,1979,971,1008
4887032000,2025-04-30,경상남도,함양군,휴천면,11,15,18,15,19,12,27,29,48,31,139,89,231,176,141,141,71,185,6,23,0,0,1427,711,716
4887033000,2025-04-30,경상남도,함양군,유림면,11,12,26,27,28,15,25,20,52,35,116,108,235,187,137,152,92,187,5,52,0,1,1523,727,796
4887034000,2025-04-30,경상남도,함양군,수동면,18,10,83,74,62,46,65,45,97,62,201,140,294,235,187,223,87,217,11,49,0,0,2206,1105,1101
4887035000,2025-04-30,경상남도,함양군,지곡면,14,13,31,37,39,31,52,32,61,51,179,147,257,228,171,196,115,208,15,44,0,2,1923,934,989
4887036000,2025-04-30,경상남도,함양군,안의면,45,31,87,97,113,54,69,64,169,137,368,283,509,475,342,463,193,414,22,103,1,1,4040,1918,2122
4887037000,2025-04-30,경상남도,함양군,서하면,13,17,14,13,28,16,31,20,36,22,124,85,196,186,114,137,55,144,8,33,0,0,1292,619,673
4887038000,2025-04-30,경상남도,함양군,서상면,12,12,35,32,41,34,33,35,53,37,154,127,251,223,150,157,75,169,7,35,0,1,1673,811,862
4887039000,2025-04-30,경상남도,함양군,백전면,15,8,38,24,34,24,31,26,40,34,137,105,243,204,146,153,73,128,10,26,0,0,1499,767,732
4887040000,2025-04-30,경상남도,함양군,병곡면,4,5,30,21,41,26,33,14,34,20,119,104,181,143,104,110,60,141,3,29,0,0,1222,609,613
4888025000,2025-04-30,경상남도,거창군,거창읍,1258,1177,2755,2225,2194,1651,1966,1817,2635,2842,3502,3467,3052,3325,1574,2114,626,1337,85,263,0,2,39867,19647,20220
4888031000,2025-04-30,경상남도,거창군,주상면,11,5,24,24,34,18,27,15,45,31,133,90,222,173,140,152,79,173,9,48,0,0,1453,724,729
4888032000,2025-04-30,경상남도,거창군,웅양면,21,10,43,35,45,26,24,26,72,39,163,120,214,190,160,187,94,210,19,37,0,2,1737,855,882
4888033000,2025-04-30,경상남도,거창군,고제면,8,4,17,19,36,18,30,12,45,24,120,101,218,179,128,121,61,133,13,37,0,0,1324,676,648
4888034000,2025-04-30,경상남도,거창군,북상면,14,16,38,27,24,21,34,28,50,40,133,87,219,185,144,162,76,160,6,41,0,1,1506,738,768
4888035000,2025-04-30,경상남도,거창군,위천면,18,7,81,74,60,28,39,32,69,46,162,133,244,219,162,177,82,195,12,43,0,1,1884,929,955
4888036000,2025-04-30,경상남도,거창군,마리면,12,18,35,30,47,28,51,27,60,51,163,121,291,224,173,193,71,213,15,54,0,1,1878,918,960
4888037000,2025-04-30,경상남도,거창군,남상면,21,18,26,41,66,30,72,47,102,55,193,157,302,268,204,203,103,240,12,66,0,1,2227,1101,1126
4888038000,2025-04-30,경상남도,거창군,남하면,18,7,30,16,31,17,38,28,43,29,110,84,192,169,153,141,64,167,12,48,0,0,1397,691,706
4888039000,2025-04-30,경상남도,거창군,신원면,15,13,24,19,27,9,24,15,46,28,123,90,199,185,164,184,76,176,8,37,1,0,1463,707,756
4888040000,2025-04-30,경상남도,거창군,가조면,35,21,56,61,85,57,89,43,135,103,308,227,456,435,315,366,158,373,26,79,0,1,3429,1663,1766
4888041000,2025-04-30,경상남도,거창군,가북면,15,4,16,19,29,13,23,8,39,22,123,90,198,169,128,144,71,154,9,36,0,2,1312,651,661
4889025000,2025-04-30,경상남도,합천군,합천읍,273,259,543,476,487,402,440,422,669,668,1032,945,963,972,489,640,228,463,25,78,0,2,10476,5149,5327
4889031000,2025-04-30,경상남도,합천군,봉산면,10,3,20,17,20,19,26,15,40,29,110,90,240,187,146,130,67,154,9,20,0,0,1352,688,664
4889032000,2025-04-30,경상남도,합천군,묘산면,5,6,14,11,22,20,25,14,43,33,118,73,221,189,158,163,77,170,10,39,0,0,1411,693,718
4889033000,2025-04-30,경상남도,합천군,가야면,29,19,76,73,109,50,101,63,166,113,393,294,533,479,327,416,157,333,13,77,0,1,3822,1904,1918
4889034000,2025-04-30,경상남도,합천군,야로면,23,23,71,42,67,37,46,42,108,81,181,136,308,278,193,215,93,228,16,61,0,1,2250,1106,1144
4889035000,2025-04-30,경상남도,합천군,율곡면,18,13,23,20,49,27,60,29,73,58,186,111,315,255,199,218,103,215,8,53,0,0,2033,1034,999
4889036000,2025-04-30,경상남도,합천군,초계면,18,19,57,43,59,44,67,26,95,67,183,153,276,262,189,234,92,194,10,41,0,0,2129,1046,1083
4889037000,2025-04-30,경상남도,합천군,쌍책면,9,8,9,17,8,8,21,13,50,24,75,59,193,162,121,142,55,142,8,32,0,0,1156,549,607
4889038000,2025-04-30,경상남도,합천군,덕곡면,5,4,10,5,14,12,15,6,23,12,81,34,125,95,82,95,41,90,5,19,0,0,773,401,372
4889039000,2025-04-30,경상남도,합천군,청덕면,12,6,17,16,25,11,39,19,53,34,126,81,227,184,137,158,67,177,8,48,0,1,1446,711,735
4889040000,2025-04-30,경상남도,합천군,적중면,8,12,18,20,35,21,28,19,61,24,96,67,167,155,118,137,66,177,6,34,0,0,1269,603,666
4889041000,2025-04-30,경상남도,합천군,대양면,52,42,55,38,45,24,65,68,94,75,157,105,204,144,124,151,58,142,5,44,0,0,1692,859,833
4889042000,2025-04-30,경상남도,합천군,쌍백면,13,7,25,28,26,18,24,16,49,23,137,79,247,187,144,190,82,222,13,49,0,0,1579,760,819
4889043000,2025-04-30,경상남도,합천군,삼가면,35,16,53,45,71,56,73,41,108,99,254,215,362,336,258,337,124,326,20,85,0,0,2914,1358,1556
4889044000,2025-04-30,경상남도,합천군,가회면,9,3,63,24,20,26,26,17,62,51,145,117,258,187,165,163,92,201,9,38,0,1,1677,849,828
4889045000,2025-04-30,경상남도,합천군,대병면,7,7,29,28,49,28,31,21,51,44,161,118,283,249,177,184,81,197,8,46,0,0,1799,877,922
4889046000,2025-04-30,경상남도,합천군,용주면,11,14,23,21,33,27,37,29,79,48,190,121,317,246,215,220,101,222,18,58,0,0,2030,1024,1006
5011025000,2025-04-30,제주특별자치도,제주시,한림읍,520,530,908,831,904,651,983,865,1576,1416,2255,1724,1849,1716,980,1090,422,825,50,221,0,2,20318,10447,9871
5011025300,2025-04-30,제주특별자치도,제주시,애월읍,1418,1329,1983,1776,1694,1349,2072,2083,3246,3097,3779,3258,3226,2731,1419,1506,635,1098,69,353,0,3,38124,19541,18583
5011025600,2025-04-30,제주특별자치도,제주시,구좌읍,321,302,615,523,569,442,674,628,1225,1020,1652,1212,1467,1317,791,909,371,766,52,243,0,0,15099,7737,7362
5011025900,2025-04-30,제주특별자치도,제주시,조천읍,891,859,1206,1080,1198,942,1440,1419,2105,2002,2488,2256,2149,1992,1074,1147,504,797,56,217,0,3,25825,13111,12714
5011031000,2025-04-30,제주특별자치도,제주시,한경면,231,250,339,326,287,274,359,375,785,704,1000,777,966,873,493,549,255,501,34,144,0,2,9524,4749,4775
5011032000,2025-04-30,제주특별자치도,제주시,추자면,19,19,45,32,39,41,53,31,108,68,190,96,209,160,141,130,44,102,4,23,0,2,1556,852,704
5011033000,2025-04-30,제주특별자치도,제주시,우도면,35,26,46,31,66,53,88,74,120,72,172,117,170,139,97,96,29,83,3,23,0,0,1540,826,714
5011051000,2025-04-30,제주특별자치도,제주시,일도1동,34,32,49,51,80,65,107,84,142,94,229,166,265,224,134,173,45,96,11,20,0,0,2101,1096,1005
5011052000,2025-04-30,제주특별자치도,제주시,일도2동,1025,1008,1744,1610,1829,1595,1848,1670,2170,2176,2592,2698,2281,2596,1143,1487,517,814,31,166,0,0,31000,15180,15820
5011053000,2025-04-30,제주특별자치도,제주시,이도1동,192,165,355,318,515,539,515,447,518,468,649,629,562,605,320,372,112,229,20,67,0,0,7597,3758,3839
5011054000,2025-04-30,제주특별자치도,제주시,이도2동,1623,1496,2872,2835,3057,2910,3004,2917,3458,3792,3986,4145,2708,3156,1315,1698,505,762,56,186,0,2,46483,22584,23899
5011055000,2025-04-30,제주특별자치도,제주시,삼도1동,364,336,588,657,736,689,714,625,882,830,1145,1156,902,949,494,708,296,436,26,71,0,3,12607,6147,6460
5011056000,2025-04-30,제주특별자치도,제주시,삼도2동,223,211,299,285,423,331,532,458,563,442,761,608,690,657,311,368,144,242,21,63,0,1,7633,3967,3666
5011057000,2025-04-30,제주특별자치도,제주시,용담1동,141,117,279,258,338,276,368,271,444,359,713,586,561,531,313,376,163,237,21,58,0,0,6410,3341,3069
5011058000,2025-04-30,제주특별자치도,제주시,용담2동,365,340,707,632,733,635,766,639,1010,882,1312,1146,1079,1161,633,743,282,474,23,126,0,2,13690,6910,6780
5011059000,2025-04-30,제주특별자치도,제주시,건입동,216,237,365,337,442,352,458,444,589,525,778,652,798,771,422,506,186,329,21,51,0,0,8479,4275,4204
5011060000,2025-04-30,제주특별자치도,제주시,화북동,907,833,1478,1279,1339,1130,1370,1292,1790,1773,1999,2106,1598,1728,706,892,271,481,28,112,0,0,23112,11486,11626
5011061000,2025-04-30,제주특별자치도,제주시,삼양동,1373,1356,1984,1834,1350,1114,1711,1712,2574,2520,2048,2039,1341,1436,649,722,214,429,26,110,0,3,26545,13270,13275
5011062000,2025-04-30,제주특별자치도,제주시,봉개동,224,215,229,180,272,245,381,330,372,333,472,420,396,349,195,197,96,149,12,41,0,0,5108,2649,2459
5011063000,2025-04-30,제주특별자치도,제주시,아라동,2095,2001,2355,2575,2489,2622,3088,3129,3402,3469,3324,3279,2021,2022,847,917,315,505,37,184,0,2,40678,19973,20705
5011064000,2025-04-30,제주특별자치도,제주시,오라동,883,848,962,914,911,681,1157,1191,1453,1395,1303,1364,852,870,358,367,153,247,15,66,0,1,15991,8047,7944
5011065000,2025-04-30,제주특별자치도,제주시,연동,1298,1218,2151,2002,3097,3055,3273,2956,3378,3511,3626,3843,2537,2855,1150,1366,351,569,33,139,0,2,42410,20894,21516
5011066000,2025-04-30,제주특별자치도,제주시,노형동,2037,2008,3501,3189,3827,3455,3469,3551,4012,4524,5063,5605,3030,3245,1194,1489,411,720,46,164,1,1,54542,26591,27951
5011067000,2025-04-30,제주특별자치도,제주시,외도동,1153,1084,1532,1462,1258,1061,1532,1554,1955,1987,1980,1962,1113,1093,456,548,181,346,17,88,0,2,22364,11177,11187
5011068000,2025-04-30,제주특별자치도,제주시,이호동,131,139,179,172,255,187,294,256,324,274,435,395,370,339,149,151,68,134,11,28,0,0,4291,2216,2075
5011069000,2025-04-30,제주특별자치도,제주시,도두동,112,123,164,166,180,130,195,177,310,245,344,259,264,211,111,104,37,83,9,31,0,0,3255,1726,1529
5013025000,2025-04-30,제주특별자치도,서귀포시,대정읍,780,742,1481,1344,850,681,780,930,1676,2062,2062,1891,1640,1607,868,1064,436,786,68,225,0,1,21974,10641,11333
5013025300,2025-04-30,제주특별자치도,서귀포시,남원읍,450,381,726,622,850,580,779,665,1180,1031,1908,1603,1894,1696,960,1048,511,879,66,205,0,1,18035,9324,8711
5013025900,2025-04-30,제주특별자치도,서귀포시,성산읍,348,307,507,500,566,459,662,551,1020,865,1653,1198,1747,1526,859,841,343,654,50,178,1,0,14835,7756,7079
5013031000,2025-04-30,제주특별자치도,서귀포시,안덕면,331,329,529,493,621,498,631,581,994,900,1291,1033,1086,958,565,568,258,474,17,128,0,0,12285,6323,5962
5013032000,2025-04-30,제주특별자치도,서귀포시,표선면,398,376,707,624,505,380,519,483,1003,978,1301,1058,1210,1142,631,683,246,464,32,112,0,1,12853,6552,6301
5013051000,2025-04-30,제주특별자치도,서귀포시,송산동,96,77,146,142,178,130,164,155,283,225,396,301,357,330,229,271,101,147,9,38,1,1,3777,1960,1817
5013052000,2025-04-30,제주특별자치도,서귀포시,정방동,26,26,80,57,78,80,103,89,151,160,223,184,211,233,107,136,47,64,6,16,0,0,2077,1032,1045
5013053000,2025-04-30,제주특별자치도,서귀포시,중앙동,62,53,97,99,132,112,128,104,173,176,281,254,302,422,168,242,88,130,10,24,0,0,3057,1441,1616
5013054000,2025-04-30,제주특별자치도,서귀포시,천지동,76,61,115,95,157,159,162,123,232,209,377,281,337,344,147,241,83,109,4,32,0,0,3344,1690,1654
5013055000,2025-04-30,제주특별자치도,서귀포시,효돈동,136,164,243,211,229,193,217,254,397,311,509,441,485,455,275,318,129,210,24,70,0,0,5271,2644,2627
5013056000,2025-04-30,제주특별자치도,서귀포시,영천동,90,116,197,206,264,193,203,205,319,259,547,497,528,423,269,293,153,227,16,80,1,2,5088,2587,2501
5013057000,2025-04-30,제주특별자치도,서귀포시,동홍동,777,777,1421,1410,1309,1093,1073,1133,1732,1813,2154,2193,1542,1679,707,1005,292,508,28,93,0,1,22740,11035,11705
5013058000,2025-04-30,제주특별자치도,서귀포시,서홍동,521,498,754,753,587,485,584,593,907,952,964,942,648,666,347,441,142,229,12,53,0,0,11078,5466,5612
5013059000,2025-04-30,제주특별자치도,서귀포시,대륜동,649,581,741,665,671,576,977,951,1348,1250,1322,1245,1028,1097,587,644,223,356,29,76,0,1,15017,7575,7442
5013060000,2025-04-30,제주특별자치도,서귀포시,대천동,687,593,715,676,626,570,848,919,1295,1192,1182,968,927,886,482,557,175,307,19,82,0,0,13706,6956,6750
5013061000,2025-04-30,제주특별자치도,서귀포시,중문동,411,425,581,545,644,562,787,766,1047,1012,1128,963,864,809,462,481,178,330,25,92,0,1,12113,6127,5986
5013062000,2025-04-30,제주특별자치도,서귀포시,예래동,86,68,117,140,219,160,210,172,261,221,393,317,389,319,188,223,91,155,19,58,0,0,3806,1973,1833
5111025000,2025-04-30,강원특별자치도,춘천시,신북읍,89,104,167,159,312,225,317,243,358,332,621,546,889,829,449,507,256,449,35,96,0,0,6983,3493,3490
5111031000,2025-04-30,강원특별자치도,춘천시,동면,662,648,1319,1212,952,845,895,864,1502,1640,1647,1560,1412,1508,617,712,221,432,24,124,0,0,18796,9251,9545
5111032000,2025-04-30,강원특별자치도,춘천시,동산면,8,12,24,18,48,26,59,22,53,35,107,77,238,176,132,122,68,95,6,21,0,0,1347,743,604
